ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2021_WPTBC_19995_1,tender,tender,1,29-09-2022,2021_WPTBC_19995_1,DSC/TDR/630/2020/Pt. 28/1,Invitation of TECHNICAL and COMMERCIAL BIDS for SOLAR POWER KIT,Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,0,01-06-2021 16:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,18-01-2021 15:00,NA,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-kjhdrl-2021_DoWR_19996_1,tender,tender,1,29-09-2022,2021_DoWR_19996_1,TEZPUR/2018-19/SDRF/III,Immediate measures for restoration of damages at Nasbhar and its adjoining area by the river Buroi under SDRF for the year 2018-19,Works,Open Tender,Works,Civil Works,NA,No,No,9999598,01-06-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,19-01-2021 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_PWD_20003_1,tender,tender,1,29-09-2022,2021_PWD_20003_1,CE/DEV/TB/354/2020-21/01,SOPD_G_20_21_40 Construction of RCC Bridge connecting Chachani Belbari Ali and Tikirabalighat over river Buridihing under SOPD-G for the year 2020-21,Works,Open Tender,Item Rate,Civil Works,NA,No,No,267781400,01-06-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,18-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_DoWR_20007_1,tender,tender,1,29-09-2022,2021_DoWR_20007_1,GOALPARA/2020-21/SDRF/II,Immediate measures to recoup the damage section of the marginal bund on L/B of Dudhnoi river in different reaches from Dudhnoi to Nandeswar  under SDRF for 2020-21.,Works,Open Tender,Works,Civil Works,NA,No,No,14999705,01-06-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,19-01-2021 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_DoWR_20010_1,tender,tender,1,29-09-2022,2021_DoWR_20010_1,DHUBRI/2020-21/SDRF/II,I M for diversion of oblique channel to its original  course at Jamdoha area including recoupment and strengthening of existing road from No.848 Jamdoha L.P.School to  No.1 Jaraguri due to flood damage of river Aie under SDRF for 2020-21,Works,Open Tender,Works,Civil Works,NA,No,No,19961891,01-06-2021 18:15,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,19-01-2021 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2020_APGC_19838_1,tender,tender,1,29-09-2022,2020_APGC_19838_1,APGCL/ERP/LOT-2/2021,Managing and Hosting APGCL SAP ERP on Cloud,Services,Open Tender,Works,Information Technology,NA,Yes,No,0,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,4,assessment,Price Bid Opening Date,NA,08-03-2021 15:30,NA,Assam Power Generation Company Limited APGCL - ADB,2021-2022
ocds-kjhdrl-2021_PWD_19956_10,tender,tender,1,29-09-2022,2021_PWD_19956_10,CE/APART/01/2021/14,APART/NOCP/MARKETS/BW-01(MMIP of Balijuri Bi-weekly market in Biswanath District under APART),Works,Open Tender,Lump-sum,Civil Works - Building,NA,No,No,27162000,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,05-02-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_BoTC_20016_1,tender,tender,1,29-09-2022,2021_BoTC_20016_1,TN 160 of 2020-21 60/1,Construction of Anthaigwra Boro Memorial Road at Panisheli in Udalguri,Works,Open Tender,Works,Civil Works – Roads,NA,No,No,15259986,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,6,assessment,Price Bid Opening Date,NA,21-01-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_BoTC_20017_1,tender,tender,1,29-09-2022,2021_BoTC_20017_1,TN 160 of 2020-21 160/2,Construction of Dimakuchi-Parbahuchuba to B.K. Road via Lothaipara in Udalguri,Works,Open Tender,Works,Civil Works – Roads,NA,No,No,10499880,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,7,assessment,Price Bid Opening Date,NA,21-01-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_BoTC_20018_1,tender,tender,1,29-09-2022,2021_BoTC_20018_1,TN 160 of 2020-21 160/3,Construction of Suklai to Dharamjuli Badlapara PWD road under SOPD-G in PWD Udalguri,Works,Open Tender,Works,Civil Works – Roads,NA,No,No,11904562,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,4,assessment,Price Bid Opening Date,NA,21-01-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_BoTC_20019_1,tender,tender,1,29-09-2022,2021_BoTC_20019_1,TN 160 of 2020-21 160/4,Improvement/Up-gradation of Dakhin Nalbari Road under SOPD-G in Udalguri,Works,Open Tender,Works,Civil Works – Roads,NA,No,No,18092664,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,21-01-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_BoTC_20020_1,tender,tender,1,29-09-2022,2021_BoTC_20020_1,TN 160 of 2020-21 160/5,Construction of road from U.T road to No.2 Dangargaon,Works,Open Tender,Works,Civil Works – Roads,NA,No,No,9947098,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,21-01-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_BoTC_20021_1,tender,tender,1,29-09-2022,2021_BoTC_20021_1,TN 160 of 2020-21 160/6,Construction of road from U.T road to Suagpur via No.4 Dangargaon,Works,Open Tender,Works,Civil Works – Roads,NA,No,No,9842880,01-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,21-01-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_NHM_20004_1,tender,tender,1,29-09-2022,2021_NHM_20004_1,Equipment/2321/2014-15/25512,Equipment/2321/2014-15/25512,Goods,Open Tender,Buy,Medical Equipments/Waste,NA,No,No,1500000,01-07-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,29-01-2021 16:00,NA,National Health Mission,2021-2022
ocds-kjhdrl-2021_PWD_19981_1,tender,tender,1,29-09-2022,2021_PWD_19981_1,No. GRC/NIT/510/2018-19/ 95 Dated.   05.01.2021,"KAM/GRC/SOPD(G)/ 2020-21/63. Re-construction of Chaygaon to kulshi road under SOPD-G for the year 2020-21, Chaygaon LAC.",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,7224776,01-07-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,0,assessment,Price Bid Opening Date,NA,16-01-2021 13:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19987_1,tender,tender,1,29-09-2022,2021_PWD_19987_1,No. GRC/NIT/510/2018-19/95. Dated.05.01.2021,KAM/GRC/SOPD(G)/ 2020-21/68.,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,12722000,01-07-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,0,assessment,Price Bid Opening Date,NA,16-01-2021 13:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19988_1,tender,tender,1,29-09-2022,2021_PWD_19988_1,No. GRC/NIT/510/2018-19/ 95 Dated.   05.01.2021,"KAM/GRC/SOPD(G)/ 2020-21/65. Re-construction of Choutara -Kalatoli road under SOPD-G for the year 2020-21, Chaygaon LAC.",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,5999777,01-07-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,1,assessment,Price Bid Opening Date,NA,16-01-2021 13:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19989_1,tender,tender,1,29-09-2022,2021_PWD_19989_1,No. GRC/NIT/510/2018-19/95 Dated.05.01.2021,"KAM/GRC/SOPD(G)/ 2020-21/69.Construction of road from (1) PWD road to Kacharipara , (2) PWD road to West Andheritari, (3) Tapor Pathar Madrassa approach road, (4) PWD road to Paneri under SOPD-G",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,12877156,01-07-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,1,assessment,Price Bid Opening Date,NA,16-01-2021 13:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19991_1,tender,tender,1,29-09-2022,2021_PWD_19991_1,No. GRC/NIT/510/2018-19/95 Dated.05.01.2021,"KAM/GRC/SOPD(G)/ 2020-21/70.Re-construction of Champupara to Mahimari road under SOPD-G for the year 2020-21, Chaygaon LAC.",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,7499792,01-07-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,1,assessment,Price Bid Opening Date,NA,16-01-2021 13:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19990_1,tender,tender,1,29-09-2022,2021_PWD_19990_1,No. GRC/NIT/510/2018-19/ 95 Dated.   05.01.2021,"KAM/GRC/SOPD(G)/ 2020-21/66. Re-construction of Hatipara Singimari road under SOPD-G for the year 2020-21, Chaygaon LAC.",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,9274915,01-07-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Bid Opening,1,assessment,Price Bid Opening Date,NA,16-01-2021 13:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_1,tender,tender,1,29-09-2022,2021_PWD_19979_1,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_18 Improvement, Widening and Strengthening of Athghoria to Barbukia via Barsimolia road under Signature Project under SOPD-G for the year 2020-21, Guwahati HPC (Barkhetri LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,4,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_2,tender,tender,1,29-09-2022,2021_PWD_19979_2,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_19 Improvement and Widening of road from Barihat to Challi via Chessa under Signature Project under SOPD-G for the year 2020-21, Guwahati HPC, (West Guwahati LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,99562000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_3,tender,tender,1,29-09-2022,2021_PWD_19979_3,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_20 Improvement and Widening of Loharghat Kulshi road under Signature Project under SOPD-G for the year 2020-21, Guwahati HPC (Palashbari LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,96069000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,4,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_5,tender,tender,1,29-09-2022,2021_PWD_19979_5,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_22 Strengthening and Widening of Udiana-Balisatra road under Signature Project under SOPD-G for the year 2020-21, Mangaldai HPC (Rangia LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_6,tender,tender,1,29-09-2022,2021_PWD_19979_6,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_23 Strengthening and Widening of Kalajal Balahati road under Signature Project under SOPD-G for the year 2020-21, Mangaldai HPC (Kamalpur LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_ASDMA_19993_1,tender,tender,1,29-09-2022,2021_ASDMA_19993_1,ASDMA.47/2019/50,"Supply of Mega Phone, Search light and whistle with 1 year comprehensive warranty for Assam State Disaster Management Authority",Goods,Open Tender,Supply,Supply of Materials,NA,No,No,0,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Technical Bid Opening,7,assessment,Price Bid Opening Date,NA,29-01-2021 14:00,NA,Assam State Disaster Management Authority,2021-2022
ocds-kjhdrl-2021_PWD_19979_7,tender,tender,1,29-09-2022,2021_PWD_19979_7,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_24 Improvement of remaining stretch of Kanaibazar to Anipur tri junction road from Bazarghat to Anipur tri junction (Ch. 8000.00 to 16100.00 m) under Signature Project under SOPD-G for the year 2020-21, Karimganj HPC (Ratabari LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,4,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_9,tender,tender,1,29-09-2022,2021_PWD_19979_9,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_26 Improvement of road from Kadamtala to Aynakhal Bazar under Signature Project under SOPD-G for the year 2020-21, Karimganj HPC (Ratabari and Katlicherra LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,4,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_10,tender,tender,1,29-09-2022,2021_PWD_19979_10,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_27 Construction of road from Siristal to Amaranagar along with RCC Culvert, side drain and major bridge over river Doloo (Borkhola LAC an Udharbond LAC Part) under Signature Project under SOPD-G for the year 2020-21, Silchar HPC (Borkh",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_11,tender,tender,1,29-09-2022,2021_PWD_19979_11,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_28 Construction of road Badsabari to Elgin ghat via Bagantall and Kalibari to Sarkarpara at natun Kanchanpur under Signature Project under SOPD-G for the year 2020-21, Silchar HPC (Silchar LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_12,tender,tender,1,29-09-2022,2021_PWD_19979_12,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_29 Construction of road from NH-54 (near Dholai Police Station) to Lowarbond (Dwarbond Aizawl Road) under Signature Project under SOPD-G for the year 2020-21, Silchar HPC (Dholai LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,4,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_13,tender,tender,1,29-09-2022,2021_PWD_19979_13,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_30 Improvement of Haripara Ali by providing DGBM and BC in PWD Sibsagar and Thowra Territorial Road Division under SOPD-G for the year 2020-21, Jorhat HPC (Sivasagar LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_14,tender,tender,1,29-09-2022,2021_PWD_19979_14,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_31 Improvement of Lahdoigarh Road (from Ch. 1790.00 to 7850.00 m) and (Ch. 14150.00 to 14840.00 m) L6.750, under SOPD-G for the year 2020-21, Jorhat HPC (Sonari LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,99960000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_15,tender,tender,1,29-09-2022,2021_PWD_19979_15,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_32 Improvement of Bhojo Timon road via Kakotibari (from Ch. 630.00 to 7080.00 m) L 6.450 km in PWD, Charaideo District Territorial Road Division, for the year 2020-21, Jorhat HPC (Mahmora LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_19979_17,tender,tender,1,29-09-2022,2021_PWD_19979_17,CE/DEV/TB/376/2020-21/1,"SOPD_SIG_20_21_34 Construction of road from Bebejia Chariali to Barpomua Ghat via Bamgaon road (from Ch. 4200.00 to 9500.00 m) under SOPD-G for the year 2020-21, Lakhimpur HPC (Dhakuakhana LAC)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,100000000,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,21-01-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2020_PCCF_18875_5,tender,tender,1,29-09-2022,2020_PCCF_18875_5,O/O-134/47 DATED.06/10/2020,40 Ha Block Plantation at Nakkati Chapori under Golaghat SF Range,Works,Open Tender,Percentage,Miscellaneous Works,NA,No,No,11129030,01-07-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,999,No,Online,NA,Technical Bid Opening,0,assessment,Price Bid Opening Date,NA,18-01-2021 15:00,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2021-2022
ocds-kjhdrl-2021_GMDA_20012_1,tender,tender,1,29-09-2022,2021_GMDA_20012_1,GMDA/DEV/128/2019/84,"Development of Park at the site of Assam Khadi and Village Industries Board, Hengrabari, Guwahati",Works,Open Tender,Item Rate,Civil Works,NA,No,No,128465200,01-07-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,19-01-2021 11:30,NA,Guwahati Metropolitan Development Authority,2021-2022
ocds-kjhdrl-2021_SSA_20023_1,tender,tender,1,29-09-2022,2021_SSA_20023_1,SSA_KGBV_254_2020_3847_Saikhwa,Const of KGBV building Saikhuwa Tinsukia,Works,Open Tender,Works,Civil Works - Building,NA,No,No,19128900,01-07-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,5,assessment,Price Bid Opening Date,NA,27-01-2021 15:00,NA,Axom Sarba Siksha Abhijan Mission,2021-2022
ocds-kjhdrl-2021_BoTC_20037_1,tender,tender,1,29-09-2022,2021_BoTC_20037_1,TN-353,"Re-Construction of Hazuwa Bhuyanpara Road, Package No-AS-24-46 under SOPD (G) for the year 2020-21 in 41 No Bhabanipur LAC",Works,Open Tender,Item Rate,Civil Works,NA,No,No,9999497,01-07-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,22-01-2021 11:00,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_WPTBC_20038_1,tender,tender,1,29-09-2022,2021_WPTBC_20038_1,DSC/TDR/630/2020/Pt. 32/1,Invitation of TECHNICAL and COMMERCIAL BIDS for ECO FRIENDLY STEEL FRAME FLY SHUTTLE HANDLOOM WITH ACCESSORIES,Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,0,01-07-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,18-01-2021 16:00,NA,Welfare of Plain Tribes and Backward Classes,2021-2022
